CustID,Gender,State,Age,Married,KidsUnder12,GI,AI,MI,KI,Gender 2,Age 2,Married 2,KidsUnder12 2,GI2,Gender 3
5389,M,GA,24,No,No,0,0,0,0,M,24,0,0,0,M
5390,M,PA,70,No,No,0,0,0,0,M,70,0,0,0,M
5391,M,NV,45,Yes,Yes,0,0,0,0,M,45,1,1,0,M
5392,M,LA,43,Yes,No,0,0,0,0,M,43,1,0,0,M
5393,M,TX,51,Yes,Yes,0,0,0,0,M,51,1,1,0,M
5394,F,MD,58,Yes,No,0,0,0,1,F,58,1,,0,F
5395,F,CA,28,Yes,Yes,0,1,0,0,F,,1,1,0,F
5396,F,GA,50,Yes,Yes,1,0,0,0,,50,1,1,0,
5397,M,NV,53,No,No,0,0,0,0,M,53,0,0,0,M
5398,M,MD,62,No,No,0,0,0,0,M,62,0,0,0,M
5399,M,MD,83,No,No,0,0,0,0,M,83,0,0,0,M
5400,F,SC,28,Yes,No,0,0,0,0,F,28,1,0,0,F
5401,F,NY,59,Yes,No,0,0,0,0,F,59,1,0,1,f
5402,F,CA,47,No,No,0,0,0,0,F,47,0,0,0,F
5403,M,LA,18,No,No,0,0,0,0,M,18,0,0,0,M
5404,M,CT,33,No,No,0,1,1,0,M,,,0,0,M
5405,F,TX,28,Yes,Yes,0,0,0,0,F,28,1,1,0,F
5406,M,CA,26,No,Yes,0,0,0,0,M,26,0,1,0,M
5407,F,NC,48,Yes,Yes,1,0,0,0,,48,1,1,0,
5408,M,NV,26,No,No,0,0,0,0,M,26,0,0,0,M
5409,M,AL,74,Yes,No,0,0,0,1,M,74,1,,0,M
5410,M,VA,20,Yes,Yes,0,0,0,0,M,20,1,1,0,M
5411,M,NY,26,No,No,0,0,0,0,M,26,0,0,0,M
5412,F,AL,43,No,No,0,0,0,0,F,43,0,0,0,F
5413,M,NY,73,No,No,0,1,0,0,M,,0,0,0,M
5414,F,WV,50,Yes,Yes,0,0,0,0,F,50,1,1,0,F
5415,M,FL,73,No,No,0,0,0,0,M,73,0,0,0,M
5416,F,CA,67,No,No,0,0,0,0,F,67,0,0,1,f
5417,F,NC,21,No,No,0,0,0,0,F,21,0,0,0,F
5418,F,MD,26,No,No,0,0,0,0,F,26,0,0,0,F
5419,M,NY,20,No,No,0,0,0,0,M,20,0,0,1,m
5420,F,FL,63,No,No,0,0,0,0,F,63,0,0,0,F
5421,F,NC,45,Yes,Yes,0,0,0,0,F,45,1,1,0,F
5422,M,TN,41,Yes,Yes,1,0,0,0,,41,1,1,0,
5423,M,TN,32,Yes,Yes,0,0,0,0,M,32,1,1,0,M
5424,M,OH,26,No,No,0,0,0,0,M,26,0,0,0,M
5425,F,LA,18,No,Yes,0,0,1,0,F,18,,1,0,F
5426,F,CA,78,Yes,No,0,0,0,0,F,78,1,0,0,F
5427,F,NC,32,No,No,0,0,0,0,F,32,0,0,0,F
5428,M,NV,37,Yes,Yes,0,0,0,1,M,37,1,,0,M
5429,M,CA,66,No,No,0,0,1,0,M,66,,0,0,M
5430,F,IL,36,No,No,0,0,0,0,F,36,0,0,0,F
5431,M,NH,42,Yes,No,0,0,0,0,M,42,1,0,0,M
5432,F,TN,33,Yes,Yes,0,0,0,0,F,33,1,1,1,f
5433,M,CA,31,No,No,0,0,0,1,M,31,0,,1,m
5434,F,NH,37,Yes,Yes,0,0,1,0,F,37,,1,0,F
5435,F,TX,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
5436,F,SC,40,Yes,Yes,0,0,0,0,F,40,1,1,0,F
5437,M,NV,30,No,No,0,0,1,0,M,30,,0,1,m
5438,M,CA,21,Yes,Yes,0,0,0,1,M,21,1,,0,M
5439,M,NC,30,No,No,1,0,0,0,,30,0,0,0,
5440,F,CA,59,Yes,No,0,0,1,0,F,59,,0,0,F
5441,M,OH,66,No,No,0,0,0,0,M,66,0,0,0,M
5442,M,NY,58,Yes,No,0,0,0,0,M,58,1,0,1,m
5443,F,TN,49,Yes,No,1,0,0,0,,49,1,0,0,
5444,M,CA,21,No,No,0,0,0,0,M,21,0,0,0,M
5445,F,GA,38,Yes,Yes,1,0,0,0,,38,1,1,0,
5446,F,IL,21,Yes,Yes,0,0,0,0,F,21,1,1,0,F
5447,M,OH,58,Yes,No,0,0,0,0,M,58,1,0,0,M
5448,F,NC,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
5449,F,NC,36,Yes,Yes,0,0,0,0,F,36,1,1,0,F
5450,M,TX,76,Yes,No,0,0,0,0,M,76,1,0,0,M
5451,M,MD,23,No,No,0,0,0,0,M,23,0,0,0,M
5452,M,NY,19,No,No,0,0,0,0,M,19,0,0,1,m
5453,F,MS,31,Yes,Yes,0,0,0,0,F,31,1,1,0,F
5454,F,NC,64,Yes,No,0,0,0,0,F,64,1,0,0,F
5455,M,TN,63,Yes,No,0,0,0,0,M,63,1,0,0,M
5456,M,VA,32,Yes,Yes,0,0,0,0,M,32,1,1,0,M
5457,F,CA,51,Yes,No,0,0,0,0,F,51,1,0,1,f
5458,F,NV,72,No,No,0,0,0,0,F,72,0,0,0,F
5459,F,SC,53,Yes,No,0,0,0,0,F,53,1,0,0,F
5460,M,GA,59,Yes,No,0,0,0,0,M,59,1,0,0,M
5461,F,GA,37,Yes,Yes,0,1,0,0,F,,1,1,0,F
5462,M,CA,44,Yes,No,0,0,0,0,M,44,1,0,0,M
5463,M,FL,27,No,No,0,0,0,0,M,27,0,0,0,M
5464,F,CA,48,Yes,Yes,0,0,0,0,F,48,1,1,0,F
5465,F,AL,59,Yes,No,0,0,0,0,F,59,1,0,0,F
5466,M,FL,50,No,No,0,0,0,0,M,50,0,0,1,m
5467,M,VA,55,Yes,No,0,1,0,0,M,,1,0,0,M
5468,M,NV,42,Yes,Yes,0,0,0,0,M,42,1,1,0,M
5469,F,CA,25,No,No,0,0,0,0,F,25,0,0,0,F
5470,F,TX,35,Yes,Yes,0,0,0,0,F,35,1,1,1,f
5471,F,CA,55,No,No,0,0,0,0,F,55,0,0,0,F
5472,F,TX,43,Yes,Yes,0,0,0,0,F,43,1,1,0,F
5473,M,CA,21,No,No,0,0,0,0,M,21,0,0,0,M
5474,F,FL,67,No,No,0,0,0,0,F,67,0,0,0,F
5475,F,TN,67,Yes,No,0,0,0,0,F,67,1,0,0,F
5476,M,CA,23,No,No,1,0,0,0,,23,0,0,0,
5477,F,FL,27,Yes,Yes,0,0,0,0,F,27,1,1,0,F
5478,M,NC,28,No,No,0,0,0,0,M,28,0,0,0,M
5479,M,GA,26,Yes,No,0,0,0,0,M,26,1,0,0,M
5480,M,CA,37,Yes,No,0,0,0,0,M,37,1,0,0,M
5481,F,NC,19,No,No,0,0,0,0,F,19,0,0,0,F
5482,M,SC,62,No,No,0,0,0,0,M,62,0,0,0,M
5483,M,GA,45,Yes,Yes,1,0,0,0,,45,1,1,0,
5484,M,NC,46,Yes,Yes,0,0,0,0,M,46,1,1,1,m
5485,F,CA,27,No,Yes,0,0,0,0,F,27,0,1,0,F
5486,F,VA,23,Yes,Yes,0,0,0,0,F,23,1,1,1,f
5487,M,SC,28,No,No,0,0,0,0,M,28,0,0,0,M
5488,F,CA,56,Yes,No,0,0,0,0,F,56,1,0,0,F
5489,F,MD,30,Yes,No,0,0,0,0,F,30,1,0,1,f
5490,F,PA,31,Yes,Yes,0,0,0,0,F,31,1,1,1,f
5491,M,FL,58,Yes,No,0,0,0,0,M,58,1,0,0,M
5492,F,ME,23,No,No,0,0,0,1,F,23,0,,0,F
5493,M,GA,31,Yes,No,0,0,0,0,M,31,1,0,1,m
5494,M,ME,23,No,No,0,0,0,0,M,23,0,0,0,M
5495,M,SC,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5496,F,PA,70,Yes,No,0,0,0,0,F,70,1,0,0,F
5497,M,NC,47,Yes,Yes,0,0,0,0,M,47,1,1,0,M
5498,F,KY,24,Yes,No,0,0,0,0,F,24,1,0,0,F
5499,M,NY,51,No,No,0,0,0,0,M,51,0,0,0,M
5500,M,SC,44,Yes,Yes,0,0,0,0,M,44,1,1,0,M
5501,M,MD,31,No,No,1,0,0,0,,31,0,0,0,
5502,M,CA,46,No,No,0,0,0,0,M,46,0,0,0,M
5503,F,TN,43,Yes,No,1,0,0,0,,43,1,0,1,
5504,F,CA,60,No,No,0,0,0,0,F,60,0,0,1,f
5505,F,CA,30,Yes,Yes,0,0,0,0,F,30,1,1,0,F
5506,F,TN,38,Yes,No,0,0,0,0,F,38,1,0,0,F
5507,M,SC,23,No,No,0,0,0,0,M,23,0,0,0,M
5508,M,WV,41,Yes,No,0,0,0,0,M,41,1,0,1,m
5509,F,NV,33,Yes,Yes,0,0,0,0,F,33,1,1,0,F
5510,M,FL,45,Yes,No,0,0,1,0,M,45,,0,0,M
5511,M,FL,55,Yes,No,0,0,0,0,M,55,1,0,0,M
5512,F,KY,38,Yes,Yes,0,0,0,0,F,38,1,1,0,F
5513,F,LA,36,Yes,No,0,0,0,0,F,36,1,0,0,F
5514,M,AL,34,No,No,0,0,0,0,M,34,0,0,1,m
5515,F,CA,22,No,Yes,0,0,0,0,F,22,0,1,0,F
5516,M,TN,60,No,No,0,0,0,0,M,60,0,0,0,M
5517,M,AL,34,No,No,0,0,0,0,M,34,0,0,0,M
5518,F,MD,47,No,No,0,0,1,0,F,47,,0,0,F
5519,M,WV,64,Yes,No,0,1,0,0,M,,1,0,1,m
5520,F,NC,56,Yes,No,0,0,0,0,F,56,1,0,0,F
5521,M,MS,90,No,No,0,0,0,0,M,90,0,0,0,M
5522,F,VA,39,Yes,No,0,0,0,0,F,39,1,0,0,F
5523,M,MD,63,No,No,0,1,0,0,M,,0,0,0,M
5524,M,MA,25,No,No,0,0,0,0,M,25,0,0,0,M
5525,M,VA,24,No,No,0,0,0,0,M,24,0,0,0,M
5526,M,VA,66,Yes,No,0,0,0,0,M,66,1,0,0,M
5527,M,CA,35,Yes,Yes,0,0,0,0,M,35,1,1,0,M
5528,F,FL,85,Yes,No,0,0,1,0,F,85,,0,0,F
5529,M,VA,38,Yes,No,0,0,0,0,M,38,1,0,0,M
5530,M,KY,46,Yes,Yes,0,0,0,0,M,46,1,1,0,M
5531,F,NV,24,Yes,Yes,0,0,0,0,F,24,1,1,0,F
5532,M,TX,36,Yes,No,0,0,0,0,M,36,1,0,0,M
5533,M,MD,48,No,No,0,0,0,0,M,48,0,0,0,M
5534,M,NY,27,Yes,Yes,1,0,1,0,,27,,1,0,
5535,M,NV,52,Yes,Yes,0,0,0,0,M,52,1,1,0,M
5536,M,CA,64,Yes,No,1,0,0,0,,64,1,0,0,
5537,M,NV,55,No,No,0,0,0,1,M,55,0,,0,M
5538,F,TX,55,Yes,No,0,0,1,0,F,55,,0,0,F
5539,F,NJ,35,No,No,0,0,0,0,F,35,0,0,0,F
5540,F,NC,52,Yes,No,0,0,0,0,F,52,1,0,0,F
5541,F,NJ,57,Yes,No,0,0,0,0,F,57,1,0,0,F
5542,F,AZ,59,Yes,No,0,0,1,0,F,59,,0,0,F
5543,F,RI,23,Yes,Yes,0,1,0,0,F,,1,1,0,F
5544,M,NJ,37,No,No,0,0,0,0,M,37,0,0,0,M
5545,F,TX,19,Yes,Yes,0,0,0,0,F,19,1,1,0,F
5546,F,CA,74,No,No,0,0,0,0,F,74,0,0,0,F
5547,F,GA,44,Yes,Yes,0,1,0,0,F,,1,1,0,F
5548,M,CA,62,No,No,0,0,0,0,M,62,0,0,0,M
5549,F,NJ,50,Yes,Yes,0,0,0,0,F,50,1,1,0,F
5550,M,CA,80,No,No,0,0,0,0,M,80,0,0,0,M
5551,M,IL,54,Yes,Yes,0,0,1,0,M,54,,1,0,M
5552,F,NJ,52,Yes,Yes,1,0,1,0,,52,,1,0,
5553,M,NC,30,Yes,Yes,0,0,0,0,M,30,1,1,0,M
5554,M,NC,29,Yes,Yes,0,0,0,0,M,29,1,1,0,M
5555,M,TX,56,Yes,No,0,0,0,0,M,56,1,0,0,M
5556,F,NJ,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5557,M,FL,49,Yes,No,0,0,0,0,M,49,1,0,0,M
5558,F,NC,32,Yes,No,0,0,0,0,F,32,1,0,0,F
5559,F,TX,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
5560,M,CA,69,No,No,0,0,0,0,M,69,0,0,0,M
5561,M,TX,45,Yes,Yes,0,1,0,0,M,,1,1,1,m
5562,M,WV,65,Yes,No,0,0,0,0,M,65,1,0,1,m
5563,F,IN,52,No,No,0,0,0,0,F,52,0,0,1,f
5564,M,NC,75,Yes,No,0,1,0,0,M,,1,0,0,M
5565,F,NC,51,Yes,Yes,0,0,0,0,F,51,1,1,0,F
5566,M,CA,72,No,No,0,0,1,0,M,72,,0,1,m
5567,M,DC,29,No,No,0,0,0,0,M,29,0,0,0,M
5568,F,MD,56,Yes,No,0,0,0,0,F,56,1,0,0,F
5569,M,AL,42,Yes,Yes,0,0,0,0,M,42,1,1,0,M
5570,M,PA,69,No,No,0,0,0,0,M,69,0,0,0,M
5571,M,TX,59,No,No,0,0,0,1,M,59,0,,0,M
5572,M,PA,47,Yes,Yes,0,1,0,0,M,,1,1,1,m
5573,M,CA,54,Yes,Yes,0,0,0,0,M,54,1,1,0,M
5574,M,TX,59,Yes,No,1,0,0,0,,59,1,0,0,
5575,M,CA,53,Yes,Yes,0,0,0,0,M,53,1,1,0,M
5576,F,IL,49,Yes,No,0,0,0,0,F,49,1,0,0,F
5577,F,MN,33,Yes,No,0,0,0,0,F,33,1,0,0,F
5578,F,VA,55,Yes,No,1,0,0,0,,55,1,0,0,
5579,F,FL,58,No,No,0,0,0,0,F,58,0,0,0,F
5580,F,NC,51,Yes,Yes,0,0,0,0,F,51,1,1,1,f
5581,M,FL,35,Yes,No,0,0,0,0,M,35,1,0,0,M
5582,F,TX,30,Yes,No,0,0,0,0,F,30,1,0,0,F
5583,F,NC,59,Yes,No,0,0,0,0,F,59,1,0,0,F
5584,F,TX,29,Yes,Yes,0,0,0,0,F,29,1,1,0,F
5585,F,SC,31,No,No,0,0,0,0,F,31,0,0,0,F
5586,M,NC,38,Yes,Yes,0,0,0,0,M,38,1,1,0,M
5587,F,FL,30,No,No,0,0,0,0,F,30,0,0,0,F
5588,F,CA,25,Yes,Yes,0,0,0,0,F,25,1,1,0,F
5589,M,FL,25,No,No,0,0,0,0,M,25,0,0,0,M
5590,M,CA,33,No,No,0,0,0,0,M,33,0,0,0,M
5591,F,VT,37,No,No,0,0,0,0,F,37,0,0,0,F
5592,M,CT,64,No,No,0,0,0,0,M,64,0,0,0,M
5593,M,NC,39,Yes,No,0,0,0,0,M,39,1,0,1,m
5594,M,NV,43,Yes,Yes,0,0,0,0,M,43,1,1,0,M
5595,M,CA,34,No,No,0,0,0,0,M,34,0,0,0,M
5596,F,SC,55,No,No,0,0,0,0,F,55,0,0,0,F
5597,F,PA,49,No,No,0,0,0,0,F,49,0,0,1,f
5598,M,LA,42,Yes,Yes,0,0,0,1,M,42,1,,0,M
5599,F,MI,61,Yes,No,0,0,0,0,F,61,1,0,0,F
5600,F,NC,77,Yes,No,0,0,0,0,F,77,1,0,0,F
5601,F,NY,36,Yes,Yes,0,0,0,0,F,36,1,1,0,F
5602,M,CA,29,Yes,Yes,0,0,0,0,M,29,1,1,0,M
5603,F,IA,19,Yes,Yes,0,0,0,0,F,19,1,1,0,F
5604,M,SC,59,No,No,0,0,0,0,M,59,0,0,0,M
5605,F,VA,45,Yes,No,0,0,0,1,F,45,1,,0,F
5606,M,TX,60,Yes,No,0,0,0,0,M,60,1,0,0,M
5607,M,TX,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
5608,F,TX,21,No,Yes,0,0,0,0,F,21,0,1,0,F
5609,F,CA,22,No,Yes,0,0,0,0,F,22,0,1,0,F
5610,F,IL,52,Yes,Yes,0,1,0,0,F,,1,1,0,F
5611,M,NY,20,No,No,0,0,0,0,M,20,0,0,0,M
5612,F,AR,54,Yes,Yes,0,0,0,0,F,54,1,1,0,F
5613,F,MD,51,Yes,Yes,0,0,0,0,F,51,1,1,0,F
5614,M,NC,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
5615,M,TX,48,Yes,No,0,0,0,0,M,48,1,0,0,M
5616,M,MI,25,Yes,Yes,0,0,0,0,M,25,1,1,0,M
5617,F,IN,59,Yes,No,0,0,0,0,F,59,1,0,0,F
5618,F,MI,25,No,No,0,0,0,0,F,25,0,0,0,F
5619,F,GA,28,Yes,Yes,0,0,0,0,F,28,1,1,0,F
5620,M,NC,54,Yes,No,0,0,0,1,M,54,1,,0,M
5621,F,TX,64,No,No,0,0,0,0,F,64,0,0,0,F
5622,F,LA,33,Yes,Yes,0,0,0,0,F,33,1,1,0,F
5623,M,NV,80,Yes,No,0,0,0,0,M,80,1,0,1,m
5624,F,VA,27,Yes,Yes,0,0,1,0,F,27,,1,0,F
5625,F,NC,58,Yes,No,0,0,0,0,F,58,1,0,0,F
5626,M,TX,53,No,No,0,1,0,0,M,,0,0,0,M
5627,F,NC,53,Yes,Yes,0,0,0,0,F,53,1,1,0,F
5628,F,PA,24,Yes,No,0,0,0,0,F,24,1,0,0,F
5629,M,NC,50,Yes,Yes,0,0,0,0,M,50,1,1,0,M
5630,M,CA,47,Yes,Yes,0,0,0,0,M,47,1,1,0,M
5631,M,NC,72,No,No,0,0,0,0,M,72,0,0,0,M
5632,F,CA,65,No,No,0,0,0,0,F,65,0,0,0,F
5633,F,NC,46,Yes,Yes,0,0,0,0,F,46,1,1,0,F
5634,M,FL,69,No,No,0,0,0,0,M,69,0,0,0,M
5635,F,CA,32,No,No,0,0,0,0,F,32,0,0,1,f
5636,F,WV,52,Yes,Yes,0,0,0,0,F,52,1,1,0,F
5637,F,NJ,18,No,No,0,0,0,0,F,18,0,0,0,F
5638,F,WV,62,Yes,No,0,0,0,0,F,62,1,0,0,F
5639,M,TX,56,Yes,No,0,0,0,0,M,56,1,0,1,m
5640,M,DC,38,Yes,Yes,0,0,0,0,M,38,1,1,0,M
5641,M,AL,45,Yes,Yes,0,0,0,0,M,45,1,1,0,M
5642,F,MD,37,Yes,No,0,0,0,0,F,37,1,0,0,F
5643,M,TX,44,No,No,0,0,0,0,M,44,0,0,0,M
5644,F,TN,47,Yes,No,0,0,0,0,F,47,1,0,0,F
5645,M,NC,42,Yes,No,0,0,0,0,M,42,1,0,1,m
5646,F,OH,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
5647,M,AZ,46,No,No,0,0,0,0,M,46,0,0,0,M
5648,M,VA,31,Yes,No,0,0,0,0,M,31,1,0,0,M
5649,F,SC,82,Yes,No,0,0,0,0,F,82,1,0,0,F
5650,F,AL,52,No,No,0,0,0,0,F,52,0,0,0,F
5651,M,AZ,41,Yes,Yes,1,0,0,0,,41,1,1,0,
5652,F,TN,39,No,No,0,0,0,0,F,39,0,0,0,F
5653,M,IL,24,Yes,Yes,0,0,0,0,M,24,1,1,0,M
5654,M,TX,33,Yes,No,0,0,0,0,M,33,1,0,0,M
5655,M,CA,32,Yes,Yes,0,0,0,0,M,32,1,1,0,M
5656,M,FL,70,Yes,No,0,0,0,0,M,70,1,0,0,M
5657,F,SC,38,Yes,Yes,1,0,0,0,,38,1,1,0,
5658,F,OH,59,No,No,0,0,0,0,F,59,0,0,0,F
5659,F,OH,65,Yes,No,0,0,0,0,F,65,1,0,0,F
5660,M,TX,67,No,No,0,0,0,0,M,67,0,0,0,M
5661,M,MS,44,Yes,Yes,0,0,0,0,M,44,1,1,1,m
5662,M,TN,48,Yes,No,0,0,0,0,M,48,1,0,0,M
5663,F,IL,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5664,M,DC,82,No,No,0,0,0,0,M,82,0,0,0,M
5665,M,NV,59,Yes,No,0,0,0,0,M,59,1,0,0,M
5666,M,CA,65,No,No,1,0,0,0,,65,0,0,0,
5667,M,NY,64,No,No,0,0,0,0,M,64,0,0,0,M
5668,M,NV,44,No,No,0,1,0,0,M,,0,0,0,M
5669,M,NC,40,Yes,Yes,0,0,0,0,M,40,1,1,0,M
5670,M,CA,43,Yes,No,0,0,0,0,M,43,1,0,0,M
5671,F,NV,62,Yes,No,0,0,0,0,F,62,1,0,0,F
5672,F,GA,38,Yes,Yes,0,0,0,0,F,38,1,1,0,F
5673,M,SC,83,No,No,0,0,1,0,M,83,,0,0,M
5674,F,LA,25,No,Yes,0,0,1,0,F,25,,1,0,F
5675,M,KY,58,Yes,No,0,0,0,0,M,58,1,0,0,M
5676,M,TX,47,Yes,Yes,0,0,1,0,M,47,,1,0,M
5677,F,MI,64,No,No,0,0,0,0,F,64,0,0,0,F
5678,F,TN,33,Yes,Yes,0,0,0,0,F,33,1,1,1,f
5679,F,CT,31,Yes,Yes,0,0,0,0,F,31,1,1,0,F
5680,M,NC,38,Yes,No,0,1,1,0,M,,,0,1,m
5681,F,NV,21,Yes,Yes,0,0,0,0,F,21,1,1,0,F
5682,M,IL,80,No,No,0,0,0,0,M,80,0,0,0,M
5683,M,NC,44,Yes,Yes,0,0,1,0,M,44,,1,0,M
5684,F,FL,53,Yes,Yes,0,0,0,0,F,53,1,1,0,F
5685,F,SC,58,Yes,No,1,0,0,0,,58,1,0,0,
5686,F,NC,38,Yes,Yes,0,0,0,1,F,38,1,,0,F
5687,M,MD,33,No,No,0,0,0,0,M,33,0,0,0,M
5688,F,SC,58,Yes,No,0,0,0,0,F,58,1,0,0,F
5689,M,TN,35,Yes,Yes,0,0,0,0,M,35,1,1,0,M
5690,M,GA,73,Yes,No,0,0,0,0,M,73,1,0,1,m
5691,F,NC,36,Yes,Yes,0,0,0,0,F,36,1,1,0,F
5692,F,CA,33,Yes,Yes,0,0,0,0,F,33,1,1,0,F
5693,M,NJ,51,Yes,Yes,0,0,0,0,M,51,1,1,0,M
5694,F,CT,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5695,F,CA,51,Yes,No,0,0,0,0,F,51,1,0,1,f
5696,F,IL,30,Yes,Yes,0,0,0,0,F,30,1,1,0,F
5697,M,MD,72,No,No,0,0,0,0,M,72,0,0,0,M
5698,F,GA,48,Yes,Yes,0,0,0,0,F,48,1,1,0,F
5699,F,NV,84,No,No,0,0,0,1,F,84,0,,0,F
5700,M,CA,34,No,No,0,0,0,0,M,34,0,0,0,M
5701,F,NC,59,No,No,0,0,1,0,F,59,,0,0,F
5702,M,MD,31,Yes,No,0,0,0,1,M,31,1,,0,M
5703,M,FL,75,No,No,0,0,0,0,M,75,0,0,0,M
5704,M,NC,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5705,F,SC,40,Yes,No,0,0,1,0,F,40,,0,0,F
5706,M,CA,28,No,No,0,0,0,0,M,28,0,0,0,M
5707,M,TN,35,Yes,Yes,0,0,0,1,M,35,1,,0,M
5708,F,NJ,28,No,Yes,0,0,0,0,F,28,0,1,0,F
5709,M,NV,28,No,No,1,0,0,0,,28,0,0,0,
5710,M,AL,63,Yes,No,0,0,0,0,M,63,1,0,0,M
5711,F,CA,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
5712,M,TX,58,Yes,No,0,0,0,0,M,58,1,0,0,M
5713,M,FL,44,Yes,Yes,0,0,0,0,M,44,1,1,0,M
5714,F,MN,65,Yes,No,0,1,0,0,F,,1,0,0,F
5715,F,OH,39,Yes,Yes,1,0,0,0,,39,1,1,0,
5716,F,SC,52,Yes,Yes,0,0,0,0,F,52,1,1,0,F
5717,F,LA,45,Yes,No,0,0,0,0,F,45,1,0,0,F
5718,M,NJ,31,Yes,Yes,0,0,1,0,M,31,,1,0,M
5719,M,TX,50,Yes,Yes,0,1,0,0,M,,1,1,0,M
5720,F,TX,21,No,Yes,0,0,1,0,F,21,,1,1,f
5721,M,SC,42,Yes,Yes,0,0,0,0,M,42,1,1,0,M
5722,M,SC,19,No,No,1,0,0,0,,19,0,0,0,
5723,M,PA,42,Yes,Yes,0,0,0,1,M,42,1,,1,m
5724,F,IN,36,No,Yes,0,0,0,0,F,36,0,1,0,F
5725,F,PA,39,Yes,Yes,0,0,0,0,F,39,1,1,0,F
5726,F,VA,59,Yes,No,0,0,0,0,F,59,1,0,0,F
5727,M,TX,40,Yes,Yes,0,0,0,0,M,40,1,1,0,M
5728,M,SC,48,Yes,Yes,0,0,0,0,M,48,1,1,0,M
5729,M,SC,30,Yes,Yes,0,0,0,1,M,30,1,,0,M
5730,F,NC,36,Yes,No,0,0,0,0,F,36,1,0,0,F
5731,M,NY,58,No,No,0,0,0,0,M,58,0,0,0,M
5732,M,CA,55,No,No,0,1,0,0,M,,0,0,0,M
5733,M,NC,56,Yes,No,0,0,0,0,M,56,1,0,0,M
5734,F,DC,28,Yes,Yes,0,0,0,0,F,28,1,1,0,F
5735,F,OH,59,Yes,No,1,0,0,0,,59,1,0,0,
5736,F,NC,30,Yes,Yes,0,0,0,0,F,30,1,1,0,F
5737,F,FL,24,No,No,0,0,0,0,F,24,0,0,0,F
5738,F,FL,65,Yes,No,0,0,0,0,F,65,1,0,0,F
5739,M,VA,28,No,No,0,0,1,0,M,28,,0,0,M
5740,M,NC,46,Yes,Yes,0,0,1,0,M,46,,1,0,M
5741,M,NV,60,No,No,0,0,0,0,M,60,0,0,0,M
5742,F,NY,74,Yes,No,0,0,0,0,F,74,1,0,0,F
5743,M,NC,46,Yes,Yes,0,0,0,0,M,46,1,1,0,M
5744,F,NC,27,No,No,0,0,0,0,F,27,0,0,0,F
5745,F,NC,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
5746,F,FL,19,Yes,No,0,0,0,0,F,19,1,0,0,F
5747,M,GA,67,Yes,No,0,0,1,0,M,67,,0,0,M
5748,M,TN,28,Yes,No,0,0,0,0,M,28,1,0,0,M
5749,F,NC,61,No,No,0,0,1,0,F,61,,0,0,F
5750,F,SC,69,Yes,No,1,0,0,0,,69,1,0,0,
5751,M,SC,67,Yes,No,0,0,0,0,M,67,1,0,0,M
5752,M,NC,25,Yes,No,0,0,0,0,M,25,1,0,0,M
5753,F,VA,66,Yes,No,0,0,0,0,F,66,1,0,0,F
5754,M,FL,32,No,No,0,0,0,0,M,32,0,0,0,M
5755,F,LA,29,No,No,0,0,0,0,F,29,0,0,0,F
5756,M,ME,72,Yes,No,0,0,0,0,M,72,1,0,0,M
5757,F,AR,64,Yes,No,0,0,0,0,F,64,1,0,0,F
5758,F,AL,27,No,No,0,0,0,1,F,27,0,,0,F
5759,M,NC,86,No,No,0,0,0,0,M,86,0,0,0,M
5760,M,NC,78,Yes,No,1,0,0,0,,78,1,0,1,
5761,F,LA,26,No,No,0,0,0,0,F,26,0,0,0,F
5762,M,NC,27,No,No,0,0,0,1,M,27,0,,0,M
5763,M,CA,39,Yes,No,0,0,0,0,M,39,1,0,0,M
5764,F,NV,35,Yes,No,0,0,0,0,F,35,1,0,0,F
5765,M,MI,73,No,No,0,0,0,0,M,73,0,0,0,M
5766,F,TN,34,Yes,Yes,0,0,0,0,F,34,1,1,0,F
5767,M,MS,47,Yes,Yes,0,0,0,0,M,47,1,1,0,M
5768,F,NC,48,Yes,Yes,0,0,0,0,F,48,1,1,0,F
5769,M,PA,62,No,No,0,0,0,1,M,62,0,,0,M
5770,M,GA,78,No,No,0,0,0,0,M,78,0,0,0,M
5771,M,FL,62,Yes,No,0,0,0,0,M,62,1,0,0,M
5772,F,VT,39,Yes,Yes,0,0,0,0,F,39,1,1,0,F
5773,M,LA,35,Yes,No,0,0,0,0,M,35,1,0,0,M
5774,M,NC,41,Yes,No,0,0,0,0,M,41,1,0,0,M
5775,F,WI,62,No,No,0,0,0,0,F,62,0,0,0,F
5776,M,NY,31,No,No,0,0,0,0,M,31,0,0,0,M
5777,F,VA,48,No,No,0,0,0,0,F,48,0,0,0,F
